i,j,k,filename,idx,y_pred,y_test,left,condition,right,score,X_test,X_validate,y_validate
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/HRegionInfo.java,163,0.65,True,CountClassBase,>,1.50,-0.04827421860616504,2.0,2,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,20,0.65,True,OWN_COMMIT,>,0.12,0.14584679462934433,0.272727272727273,0.28571428571428603,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,20,0.65,True,Del_lines,>,4.50,0.0806594592795249,43.0,406,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,20,0.65,True,CountOutput_Mean,>,4.11,0.06608822673890936,4.52447552447552,4.24120603015075,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,20,0.65,True,CountClassBase,>,1.50,-0.044099026958330435,3.0,3,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/HBaseAdmin.java,20,0.65,True,CountInput_Min,<=,0.50,0.03459979824206491,0.0,0,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java,815,0.65,True,OWN_COMMIT,>,0.12,0.15075380594340793,0.33333333333333304,0.33333333333333304,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java,815,0.65,True,CountClassCoupled,>,15.50,0.11112460214161458,17.0,18,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java,815,0.65,True,Del_lines,>,4.50,0.07942860726640054,51.0,39,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java,815,0.65,True,CountOutput_Mean,>,4.11,0.06676130806329687,6.4,5.81818181818182,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/TableEventHandler.java,815,0.65,True,CountClassBase,>,0.50,0.04322336365611922,1.0,1,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/client/HConnectionTestingUtility.java,1208,0.64,True,OWN_COMMIT,>,0.12,0.14752725579058656,0.5,0.42857142857142894,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/client/HConnectionTestingUtility.java,1208,0.64,True,Del_lines,>,4.50,0.08440727891007084,15.0,25,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/client/HConnectionTestingUtility.java,1208,0.64,True,CountOutput_Mean,>,4.11,0.06508183216485681,7.25,7.25,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/client/HConnectionTestingUtility.java,1208,0.64,True,CountClassBase,>,0.50,0.04755127971025697,1.0,1,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/client/HConnectionTestingUtility.java,1208,0.64,True,MaxNesting_Mean,>,0.75,0.037603460180112305,0.833333333333333,0.833333333333333,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/util/TestMiniClusterLoadSequential.java,1652,0.64,True,OWN_COMMIT,>,0.12,0.1538138660774834,0.42857142857142894,0.42857142857142894,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/util/TestMiniClusterLoadSequential.java,1652,0.64,True,CountClassCoupled,>,15.50,0.10503460700233141,17.0,19,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/util/TestMiniClusterLoadSequential.java,1652,0.64,True,Del_lines,>,4.50,0.08377354332372566,15.0,17,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/util/TestMiniClusterLoadSequential.java,1652,0.64,True,CountOutput_Mean,>,4.11,0.06466769574799876,4.33333333333333,4.33333333333333,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/util/TestMiniClusterLoadSequential.java,1652,0.64,True,CountClassBase,>,0.50,0.04192245956663273,1.0,1,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf/ResponseConverter.java,187,0.64,True,OWN_COMMIT,>,0.12,0.14788218685719062,0.5,0.6,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf/ResponseConverter.java,187,0.64,True,CountClassCoupled,>,15.50,0.1065329965806936,32.0,35,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf/ResponseConverter.java,187,0.64,True,Del_lines,>,4.50,0.07911405704341806,15.0,33,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf/ResponseConverter.java,187,0.64,True,CountOutput_Mean,>,4.11,0.0627118097528249,5.375,5.8125,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/protobuf/ResponseConverter.java,187,0.64,True,CountClassBase,>,0.50,0.05402668252072975,1.0,1,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/MetaServerShutdownHandler.java,808,0.63,True,OWN_COMMIT,>,0.12,0.1508656684135647,0.5,0.375,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/MetaServerShutdownHandler.java,808,0.63,True,Del_lines,>,4.50,0.08263960422228606,187.0,103,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/MetaServerShutdownHandler.java,808,0.63,True,CountOutput_Mean,>,4.11,0.06883512888845338,8.0,8.0,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/MetaServerShutdownHandler.java,808,0.63,True,CountClassBase,>,0.50,0.04118989812036849,1.0,1,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/handler/MetaServerShutdownHandler.java,808,0.63,True,CountDeclClassMethod,<=,0.50,-0.02679287134245098,0.0,0,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/util/FSUtils.java,1155,0.63,True,OWN_COMMIT,>,0.12,0.15317738353643814,0.2,0.33333333333333304,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/util/FSUtils.java,1155,0.63,True,CountClassCoupled,>,15.50,0.1057809931345766,18.0,24,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/util/FSUtils.java,1155,0.63,True,Del_lines,>,4.50,0.07934300264093293,141.0,190,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/util/FSUtils.java,1155,0.63,True,CountOutput_Mean,>,4.11,0.06197501173308383,4.582089552238809,4.79220779220779,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/util/FSUtils.java,1155,0.63,True,CountClassBase,>,1.50,-0.04853963176465337,2.0,2,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/rest/RegionsResource.java,1045,0.63,True,OWN_COMMIT,>,0.12,0.157316469115148,0.666666666666667,0.25,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/rest/RegionsResource.java,1045,0.63,True,Del_lines,>,4.50,0.08278373892657016,6.0,8,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/rest/RegionsResource.java,1045,0.63,True,CountOutput_Mean,>,4.11,0.05534785197962212,15.5,16.0,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/rest/RegionsResource.java,1045,0.63,True,CountClassBase,>,0.50,0.04190592814950917,1.0,1,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/rest/RegionsResource.java,1045,0.63,True,MaxNesting_Mean,>,0.75,0.03679162795571268,1.5,1.5,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionServerMetrics.java,1491,0.62,True,OWN_COMMIT,>,0.12,0.15490413703345834,0.5,0.33333333333333304,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionServerMetrics.java,1491,0.62,True,CountClassCoupled,>,15.50,0.10020461288145734,24.0,28,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionServerMetrics.java,1491,0.62,True,Del_lines,>,4.50,0.0820758936052804,329.0,8,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionServerMetrics.java,1491,0.62,True,CountOutput_Mean,>,4.11,0.06286965282674681,11.8,13.0,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/TestRegionServerMetrics.java,1491,0.62,True,CountClassBase,>,0.50,0.04845401021929558,1.0,1,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java,682,0.62,True,OWN_COMMIT,>,0.12,0.15590610310487102,0.25,0.375,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java,682,0.62,True,CountClassCoupled,>,15.50,0.10446708015844029,22.0,23,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java,682,0.62,True,Del_lines,>,4.50,0.08492709790473228,39.0,60,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java,682,0.62,True,CountOutput_Mean,<=,2.92,-0.08239234792267248,2.18181818181818,2.20224719101124,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/io/hfile/HFile.java,682,0.62,True,CountClassBase,>,1.50,-0.04900272125566128,2.0,2,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AccessController.java,1064,0.61,True,OWN_COMMIT,>,0.12,0.1474187559723034,0.25,0.3571428571428571,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AccessController.java,1064,0.61,True,Del_lines,>,4.50,0.07977394055834647,412.0,149,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AccessController.java,1064,0.61,True,CountInput_Min,<=,0.50,0.036661553817846325,0.0,0,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AccessController.java,1064,0.61,True,MaxNesting_Mean,>,0.75,0.0331449573232459,0.7614678899082571,0.7647058823529409,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/security/access/AccessController.java,1064,0.61,True,CountDeclClassMethod,<=,0.50,-0.02688555781456774,0.0,0,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/filter/TestFilterWrapper.java,1281,0.6,True,OWN_COMMIT,>,0.12,0.15424133272231585,0.5,0.4,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/filter/TestFilterWrapper.java,1281,0.6,True,CountClassCoupled,>,15.50,0.10536126854369668,21.0,23,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/filter/TestFilterWrapper.java,1281,0.6,True,Del_lines,>,4.50,0.07249391015482026,6.0,10,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/filter/TestFilterWrapper.java,1281,0.6,True,CountOutput_Mean,>,4.11,0.06218468643401139,7.571428571428571,7.71428571428571,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/filter/TestFilterWrapper.java,1281,0.6,True,CountClassBase,>,0.50,0.043184279542850125,1.0,1,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,231,0.59,True,CountClassCoupled,>,15.50,0.10990388550877146,18.0,26,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,231,0.59,True,OWN_COMMIT,>,0.67,0.09879431241844933,0.75,0.545454545454545,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,231,0.59,True,Del_lines,>,4.50,0.07398274472662518,9.0,17,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,231,0.59,True,CountOutput_Mean,>,4.11,0.06181562263053003,4.5,4.71739130434783,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/zookeeper/ZKUtil.java,231,0.59,True,CountClassBase,>,0.50,0.04123297502117898,1.0,1,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/EnabledTableSnapshotHandler.java,834,0.59,True,OWN_COMMIT,>,0.12,0.1572691642751238,0.33333333333333304,0.33333333333333304,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/EnabledTableSnapshotHandler.java,834,0.59,True,Del_lines,>,4.50,0.07917852186607295,7.0,8,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/EnabledTableSnapshotHandler.java,834,0.59,True,CountOutput_Mean,>,4.11,0.07037487092465894,7.0,7.0,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/EnabledTableSnapshotHandler.java,834,0.59,True,CountClassBase,>,0.50,0.04604819707784314,1.0,1,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/EnabledTableSnapshotHandler.java,834,0.59,True,MaxInheritanceTree,>,1.50,-0.03220864187170041,3.0,3,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/RegionLoad.java,188,0.59,True,OWN_COMMIT,>,0.12,0.15009710854390956,0.5,0.33333333333333304,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/RegionLoad.java,188,0.59,True,Del_lines,<=,0.50,-0.10438207384775272,0.0,4,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/RegionLoad.java,188,0.59,True,CountClassCoupled,>,2.50,-0.05247592843217688,4.0,4,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/RegionLoad.java,188,0.59,True,CountClassBase,>,0.50,0.046081158450507594,1.0,1,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/RegionLoad.java,188,0.59,True,CountInput_Min,<=,0.50,0.03719960246775197,0.0,0,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Result.java,47,0.59,True,OWN_COMMIT,>,0.12,0.1496047142143765,0.666666666666667,0.666666666666667,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Result.java,47,0.59,True,Del_lines,>,4.50,0.07989581193739931,10.0,10,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Result.java,47,0.59,True,CountInput_Min,>,1.50,-0.054050476848938135,2.0,2,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Result.java,47,0.59,True,CountClassBase,>,1.50,-0.0497588617216912,2.0,2,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Result.java,47,0.59,True,CountClassCoupled,>,2.50,-0.04468169888013044,5.0,5,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Mutation.java,39,0.59,True,OWN_COMMIT,>,0.12,0.15305120300372224,0.6,0.46153846153846206,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Mutation.java,39,0.59,True,Del_lines,>,4.50,0.0730572707761019,24.0,90,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Mutation.java,39,0.59,True,CountDeclClassMethod,>,1.50,0.03871669363842373,2.0,2,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Mutation.java,39,0.59,True,MaxInheritanceTree,>,1.50,-0.0203661438591594,3.0,3,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-client/src/main/java/org/apache/hadoop/hbase/client/Mutation.java,39,0.59,True,AvgLineComment,>,1.50,0.02002417011672727,4.0,4,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,785,0.58,True,OWN_COMMIT,>,0.12,0.14490738930826166,0.33333333333333304,0.25,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,785,0.58,True,Del_lines,>,4.50,0.08225623569564401,6.0,622,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,785,0.58,True,CountOutput_Mean,>,4.11,0.06545841705407912,7.45,3.7,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,785,0.58,True,CountClassBase,>,0.50,0.04109524426903476,1.0,1,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/balancer/StochasticLoadBalancer.java,785,0.58,True,MaxInheritanceTree,>,1.50,-0.03377561122157032,2.0,3,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-examples/src/main/java/org/apache/hadoop/hbase/coprocessor/example/BulkDeleteEndpoint.java,349,0.58,True,OWN_COMMIT,>,0.12,0.15213111250610314,0.666666666666667,0.33333333333333304,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-examples/src/main/java/org/apache/hadoop/hbase/coprocessor/example/BulkDeleteEndpoint.java,349,0.58,True,CountClassCoupled,>,15.50,0.0960813989005942,24.0,23,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-examples/src/main/java/org/apache/hadoop/hbase/coprocessor/example/BulkDeleteEndpoint.java,349,0.58,True,CountOutput_Mean,>,4.11,0.06556586967412094,6.625,6.375,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-examples/src/main/java/org/apache/hadoop/hbase/coprocessor/example/BulkDeleteEndpoint.java,349,0.58,True,CountClassBase,>,1.50,-0.04329825343783636,3.0,3,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-examples/src/main/java/org/apache/hadoop/hbase/coprocessor/example/BulkDeleteEndpoint.java,349,0.58,True,CountInput_Min,<=,0.50,0.03655079690641439,0.0,0,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestTablePermissions.java,1570,0.58,True,OWN_COMMIT,>,0.12,0.1502669121806358,0.25,0.5,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestTablePermissions.java,1570,0.58,True,CountClassCoupled,>,15.50,0.10089858802240083,17.0,18,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestTablePermissions.java,1570,0.58,True,Del_lines,>,4.50,0.07985148795451949,11.0,20,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestTablePermissions.java,1570,0.58,True,CountOutput_Mean,>,4.11,0.06265288540052269,6.375,6.625,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestTablePermissions.java,1570,0.58,True,CountClassBase,>,1.50,-0.04674699170452966,2.0,2,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestAccessController.java,1569,0.57,True,OWN_COMMIT,>,0.12,0.15216094137757927,0.294117647058824,0.421052631578947,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestAccessController.java,1569,0.57,True,Del_lines,>,4.50,0.07641513778066066,326.0,185,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestAccessController.java,1569,0.57,True,CountOutput_Mean,>,4.11,0.06861460002771386,5.53719008264463,6.192,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestAccessController.java,1569,0.57,True,CountClassBase,>,1.50,-0.04578000298638282,2.0,2,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/security/access/TestAccessController.java,1569,0.57,True,AvgLineComment,<=,0.50,-0.041470663577557784,0.0,0,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/CloneSnapshotHandler.java,832,0.57,True,OWN_COMMIT,>,0.12,0.15973214337669517,0.538461538461538,0.33333333333333304,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/CloneSnapshotHandler.java,832,0.57,True,Del_lines,>,4.50,0.07948935319070714,60.0,27,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/CloneSnapshotHandler.java,832,0.57,True,CountOutput_Mean,>,4.11,0.06848785838742516,4.25,5.5,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/CloneSnapshotHandler.java,832,0.57,True,CountClassBase,>,1.50,-0.04619281042897033,2.0,2,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/main/java/org/apache/hadoop/hbase/master/snapshot/CloneSnapshotHandler.java,832,0.57,True,CountDeclClassMethod,<=,0.50,-0.027059811297365968,0.0,0,False
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce/IntegrationTestImportTsv.java,486,0.57,True,OWN_COMMIT,>,0.12,0.14960517372943585,0.33333333333333304,0.33333333333333304,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce/IntegrationTestImportTsv.java,486,0.57,True,CountClassCoupled,>,15.50,0.10416476935905107,16.0,16,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce/IntegrationTestImportTsv.java,486,0.57,True,CountOutput_Mean,>,4.11,0.06322950941645632,5.705882352941179,5.705882352941179,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce/IntegrationTestImportTsv.java,486,0.57,True,CountClassBase,>,1.50,-0.04626091365844675,3.0,3,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-it/src/test/java/org/apache/hadoop/hbase/mapreduce/IntegrationTestImportTsv.java,486,0.57,True,CountDeclClassMethod,>,1.50,0.036229233316537116,5.0,5,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/handler/TestOpenRegionHandler.java,1440,0.57,True,OWN_COMMIT,>,0.12,0.15259713330519378,0.33333333333333304,0.5,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/handler/TestOpenRegionHandler.java,1440,0.57,True,Del_lines,>,4.50,0.07724851450735584,49.0,50,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/handler/TestOpenRegionHandler.java,1440,0.57,True,CountOutput_Mean,>,4.11,0.06455160735552905,6.5,6.571428571428571,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/handler/TestOpenRegionHandler.java,1440,0.57,True,CountClassBase,>,1.50,-0.051320667663311066,2.0,2,True
hbase-0.94.0,hbase-0.95.0,hbase-0.95.2,hbase-server/src/test/java/org/apache/hadoop/hbase/regionserver/handler/TestOpenRegionHandler.java,1440,0.57,True,CountInput_Min,<=,0.50,0.03235520754336519,0.0,0,True
